expenses list,,,,,,,,,,
Date and time,Category,Account,Amount in default currency,Default currency,Amount in account currency,Account currency,Transaction amount in transaction currency,Transaction currency,Tags,Comment
11/11/2023,Transportation,Main,2.90,SGD,2.90,SGD,,,,
11/11/2023,Food,Main,22.60,SGD,22.60,SGD,,,,
11/11/2023,Food,Main,2.60,SGD,2.60,SGD,,,,
10/11/2023,Transportation,Main,3.17,SGD,3.17,SGD,,,,
10/11/2023,Food,Main,1.85,SGD,1.85,SGD,,,,
10/11/2023,Food,Main,6.20,SGD,6.20,SGD,,,,
10/11/2023,Food,Main,2.80,SGD,2.80,SGD,,,,
10/11/2023,Food,Main,1.85,SGD,1.85,SGD,,,,
10/11/2023,Leisure,Main,9.90,SGD,9.90,SGD,,,,I FCUKING FORGOT TO BRING IMBRELLA
10/11/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
10/11/2023,Food,Main,2.00,SGD,2.00,SGD,,,,
10/11/2023,Food,Main,4.60,SGD,4.60,SGD,,,,
9/11/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
9/11/2023,Leisure,Main,4.00,SGD,4.00,SGD,,,,Lotto
9/11/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
8/11/2023,Transportation,Main,3.54,SGD,3.54,SGD,,,,
8/11/2023,Food,Main,7.55,SGD,7.55,SGD,,,,
8/11/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
7/11/2023,Food,Main,5.30,SGD,5.30,SGD,,,,
7/11/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
7/11/2023,Transportation,Main,3.54,SGD,3.54,SGD,,,,
7/11/2023,Food,Main,7.58,SGD,7.58,SGD,,,,
6/11/2023,Workout,Main,102.60,SGD,102.60,SGD,,,,
6/11/2023,Leisure,Main,2.98,SGD,2.98,SGD,,,,Google thing
6/11/2023,Transportation,Main,3.54,SGD,3.54,SGD,,,,
6/11/2023,Food,Main,8.35,SGD,8.35,SGD,,,,
6/11/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
5/11/2023,Transportation,Main,6.87,SGD,6.87,SGD,,,,
5/11/2023,Transportation,Main,10.50,SGD,10.50,SGD,,,,
5/11/2023,Food,Main,10.50,SGD,10.50,SGD,,,,
5/11/2023,Food,Main,2.50,SGD,2.50,SGD,,,,
5/11/2023,Food,Main,5.00,SGD,5.00,SGD,,,,
5/11/2023,Food,Main,1.93,SGD,1.93,SGD,,,,
4/11/2023,Transportation,Main,6.57,SGD,6.57,SGD,,,,
4/11/2023,Food,Main,3.60,SGD,3.60,SGD,,,,
4/11/2023,Food,Main,6.50,SGD,6.50,SGD,,,,
4/11/2023,Food,Main,8.20,SGD,8.20,SGD,,,,
4/11/2023,Leisure,Main,38.00,SGD,38.00,SGD,,,,Haircut
4/11/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
4/11/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
4/11/2023,Food,Main,1.30,SGD,1.30,SGD,,,,
4/11/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
3/11/2023,Food,Main,6.60,SGD,6.60,SGD,,,,
3/11/2023,Transportation,Main,3.54,SGD,3.54,SGD,,,,
3/11/2023,Food,Main,3.10,SGD,3.10,SGD,,,,
3/11/2023,Food,Main,6.30,SGD,6.30,SGD,,,,
2/11/2023,Transportation,Main,4.74,SGD,4.74,SGD,,,,
2/11/2023,Food,Main,6.60,SGD,6.60,SGD,,,,
1/11/2023,Leisure,Main,9.98,SGD,9.98,SGD,,,,
1/11/2023,Food,Main,7.02,SGD,7.02,SGD,,,,
1/11/2023,Food,Main,6.30,SGD,6.30,SGD,,,,
31/10/2023,Food,Main,5.50,SGD,5.50,SGD,,,,
31/10/2023,Transportation,Main,3.55,SGD,3.55,SGD,,,,
31/10/2023,Food,Main,1.85,SGD,1.85,SGD,,,,
31/10/2023,Groceries,Main,6.50,SGD,6.50,SGD,,,,
31/10/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
30/10/2023,Leisure,Main,6.00,SGD,6.00,SGD,,,,steam funds
30/10/2023,Leisure,Main,100.00,SGD,100.00,SGD,,,,Monitor
30/10/2023,Other,Main,295.00,SGD,295.00,SGD,,,,I dont know
30/10/2023,Home,Main,500.00,SGD,500.00,SGD,,,,
30/10/2023,Food,Main,7.00,SGD,7.00,SGD,,,,
30/10/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
30/10/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
29/10/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
29/10/2023,Food,Main,1.90,SGD,1.90,SGD,,,,
29/10/2023,Food,Main,8.90,SGD,8.90,SGD,,,,
29/10/2023,Food,Main,5.00,SGD,5.00,SGD,,,,
29/10/2023,Food,Main,6.50,SGD,6.50,SGD,,,,
29/10/2023,Food,Main,1.90,SGD,1.90,SGD,,,,
29/10/2023,Transportation,Main,80.00,SGD,80.00,SGD,,,,
28/10/2023,Food,Main,7.00,SGD,7.00,SGD,,,,
28/10/2023,Food,Main,0.70,SGD,0.70,SGD,,,,
28/10/2023,Food,Main,1.10,SGD,1.10,SGD,,,,
28/10/2023,Food,Main,9.80,SGD,9.80,SGD,,,,
28/10/2023,Food,Main,3.80,SGD,3.80,SGD,,,,
28/10/2023,Food,Main,5.00,SGD,5.00,SGD,,,,
27/10/2023,Food,Main,6.50,SGD,6.50,SGD,,,,
27/10/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
27/10/2023,Food,Main,3.00,SGD,3.00,SGD,,,,
27/10/2023,Food,Main,8.60,SGD,8.60,SGD,,,,
27/10/2023,Groceries,Main,9.00,SGD,9.00,SGD,,,,
26/10/2023,Food,Main,1.85,SGD,1.85,SGD,,,,
26/10/2023,Food,Main,7.30,SGD,7.30,SGD,,,,
26/10/2023,Food,Main,7.80,SGD,7.80,SGD,,,,
26/10/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
25/10/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
25/10/2023,Food,Main,1.30,SGD,1.30,SGD,,,,
25/10/2023,Food,Main,7.80,SGD,7.80,SGD,,,,
25/10/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
25/10/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
24/10/2023,Food,Main,7.05,SGD,7.05,SGD,,,,
24/10/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
24/10/2023,Food,Main,1.30,SGD,1.30,SGD,,,,
23/10/2023,Food,Main,3.20,SGD,3.20,SGD,,,,
23/10/2023,Food,Main,6.60,SGD,6.60,SGD,,,,
23/10/2023,Food,Main,4.60,SGD,4.60,SGD,,,,
23/10/2023,Food,Main,1.30,SGD,1.30,SGD,,,,
22/10/2023,Food,Main,7.90,SGD,7.90,SGD,,,,
22/10/2023,Leisure,Main,129.00,SGD,129.00,SGD,,,,
22/10/2023,Food,Main,1.70,SGD,1.70,SGD,,,,
22/10/2023,Food,Main,8.60,SGD,8.60,SGD,,,,
22/10/2023,Leisure,Main,9.90,SGD,9.90,SGD,,,,
22/10/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
22/10/2023,Food,Main,5.04,SGD,5.04,SGD,,,,
21/10/2023,Food,Main,17.00,SGD,17.00,SGD,,,,
21/10/2023,Food,Main,1.85,SGD,1.85,SGD,,,,
21/10/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
21/10/2023,Food,Main,6.50,SGD,6.50,SGD,,,,
20/10/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
20/10/2023,Food,Main,7.35,SGD,7.35,SGD,,,,
20/10/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
20/10/2023,Food,Main,5.30,SGD,5.30,SGD,,,,
20/10/2023,Transportation,Main,4.73,SGD,4.73,SGD,,,,
20/10/2023,Transportation,Main,4.02,SGD,4.02,SGD,,,,
20/10/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
19/10/2023,Food,Main,21.00,SGD,21.00,SGD,,,,
19/10/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
18/10/2023,Food,Main,1.62,SGD,1.62,SGD,,,,
18/10/2023,Food,Main,5.04,SGD,5.04,SGD,,,,
18/10/2023,Food,Main,6.60,SGD,6.60,SGD,,,,
17/10/2023,Transportation,Main,3.54,SGD,3.54,SGD,,,,
17/10/2023,Leisure,Main,850.00,SGD,850.00,SGD,,,,
17/10/2023,Food,Main,5.00,SGD,5.00,SGD,,,,
17/10/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
16/10/2023,Transportation,Main,4.72,SGD,4.72,SGD,,,,
16/10/2023,Food,Main,5.81,SGD,5.81,SGD,,,,
16/10/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
16/10/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
15/10/2023,Transportation,Main,6.00,SGD,6.00,SGD,,,,
15/10/2023,Food,Main,3.30,SGD,3.30,SGD,,,,
15/10/2023,Food,Main,6.00,SGD,6.00,SGD,,,,
15/10/2023,Food,Main,12.50,SGD,12.50,SGD,,,,
15/10/2023,Food,Main,2.40,SGD,2.40,SGD,,,,
14/10/2023,Transportation,Main,8.00,SGD,8.00,SGD,,,,
14/10/2023,Leisure,Main,9.25,SGD,9.25,SGD,,,,
14/10/2023,Food,Main,11.00,SGD,11.00,SGD,,,,
14/10/2023,Food,Main,4.85,SGD,4.85,SGD,,,,
14/10/2023,Food,Main,6.60,SGD,6.60,SGD,,,,
13/10/2023,Transportation,Main,6.00,SGD,6.00,SGD,,,,
13/10/2023,Food,Main,3.80,SGD,3.80,SGD,,,,
13/10/2023,Leisure,Main,50.00,SGD,50.00,SGD,,,,
13/10/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
13/10/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
13/10/2023,Food,Main,3.00,SGD,3.00,SGD,,,,
13/10/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
12/10/2023,Transportation,Main,6.00,SGD,6.00,SGD,,,,
12/10/2023,Food,Main,6.60,SGD,6.60,SGD,,,,
12/10/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
12/10/2023,Food,Main,1.30,SGD,1.30,SGD,,,,
12/10/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
11/10/2023,Transportation,Main,5.54,SGD,5.54,SGD,,,,
11/10/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
11/10/2023,Food,Main,6.35,SGD,6.35,SGD,,,,
11/10/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
11/10/2023,Food,Main,3.00,SGD,3.00,SGD,,,,
10/10/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
10/10/2023,Groceries,Main,9.90,SGD,9.90,SGD,,,,
10/10/2023,Food,Main,12.45,SGD,12.45,SGD,,,,
10/10/2023,Groceries,Main,8.40,SGD,8.40,SGD,,,,
10/10/2023,Food,Main,1.85,SGD,1.85,SGD,,,,
10/10/2023,Food,Main,5.04,SGD,5.04,SGD,,,,
10/10/2023,Food,Main,6.00,SGD,6.00,SGD,,,,
10/10/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
9/10/2023,Leisure,Main,89.00,SGD,89.00,SGD,,,,
9/10/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
9/10/2023,Food,Main,1.85,SGD,1.85,SGD,,,,
9/10/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
9/10/2023,Food,Main,6.00,SGD,6.00,SGD,,,,
8/10/2023,Food,Main,10.00,SGD,10.00,SGD,,,,
8/10/2023,Food,Main,14.00,SGD,14.00,SGD,,,,
8/10/2023,Food,Main,3.10,SGD,3.10,SGD,,,,
7/10/2023,Food,Main,2.95,SGD,2.95,SGD,,,,
7/10/2023,Food,Main,6.60,SGD,6.60,SGD,,,,
7/10/2023,Leisure,Main,88.00,SGD,88.00,SGD,,,,
7/10/2023,Food,Main,4.05,SGD,4.05,SGD,,,,
7/10/2023,Food,Main,1.70,SGD,1.70,SGD,,,,
7/10/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
7/10/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
6/10/2023,Tax,Main,23.88,SGD,23.88,SGD,,,,
6/10/2023,Groceries,Main,4.60,SGD,4.60,SGD,,,,
6/10/2023,Food,Main,1.00,SGD,1.00,SGD,,,,
6/10/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
6/10/2023,Food,Main,1.00,SGD,1.00,SGD,,,,
6/10/2023,Food,Main,5.60,SGD,5.60,SGD,,,,
6/10/2023,Food,Main,6.60,SGD,6.60,SGD,,,,
6/10/2023,Food,Main,5.30,SGD,5.30,SGD,,,,
5/10/2023,Workout,Main,102.00,SGD,102.00,SGD,,,,
5/10/2023,Transportation,Main,4.74,SGD,4.74,SGD,,,,
5/10/2023,Food,Main,7.40,SGD,7.40,SGD,,,,
5/10/2023,Food,Main,2.80,SGD,2.80,SGD,,,,
5/10/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
4/10/2023,Transportation,Main,4.74,SGD,4.74,SGD,,,,
4/10/2023,Food,Main,2.50,SGD,2.50,SGD,,,,
4/10/2023,Food,Main,5.60,SGD,5.60,SGD,,,,
4/10/2023,Food,Main,5.30,SGD,5.30,SGD,,,,
3/10/2023,Transportation,Main,3.54,SGD,3.54,SGD,,,,
3/10/2023,Food,Main,10.00,SGD,10.00,SGD,,,,
3/10/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
2/10/2023,Transportation,Main,4.72,SGD,4.72,SGD,,,,
2/10/2023,Groceries,Main,5.85,SGD,5.85,SGD,,,,
2/10/2023,Ciggaretes,Main,14.80,SGD,14.80,SGD,,,,
2/10/2023,Food,Main,7.60,SGD,7.60,SGD,,,,
2/10/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
2/10/2023,Food,Main,1.85,SGD,1.85,SGD,,,,
1/10/2023,Transportation,Main,6.27,SGD,6.27,SGD,,,,
1/10/2023,Food,Main,2.80,SGD,2.80,SGD,,,,
1/10/2023,Food,Main,2.50,SGD,2.50,SGD,,,,
1/10/2023,Leisure,Main,9.98,SGD,9.98,SGD,,,,
1/10/2023,Food,Main,8.40,SGD,8.40,SGD,,,,
1/10/2023,Food,Main,6.60,SGD,6.60,SGD,,,,
1/10/2023,Leisure,Main,50.00,SGD,50.00,SGD,,,,
1/10/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
30/9/2023,Transportation,Main,8.00,SGD,8.00,SGD,,,,
30/9/2023,Food,Main,6.00,SGD,6.00,SGD,,,,
30/9/2023,Food,Main,1.35,SGD,1.35,SGD,,,,
30/9/2023,Food,Main,18.35,SGD,18.35,SGD,,,,
30/9/2023,Food,Main,2.20,SGD,2.20,SGD,,,,
30/9/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
30/9/2023,Food,Main,2.60,SGD,2.60,SGD,,,,
30/9/2023,Food,Main,5.00,SGD,5.00,SGD,,,,
30/9/2023,Workout,Main,39.00,SGD,39.00,SGD,,,,
30/9/2023,Food,Main,4.00,SGD,4.00,SGD,,,,
30/9/2023,Family,Main,200.00,SGD,200.00,SGD,,,,
29/9/2023,Transportation,Main,4.72,SGD,4.72,SGD,,,,
29/9/2023,Food,Main,1.00,SGD,1.00,SGD,,,,
29/9/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
29/9/2023,Food,Main,4.70,SGD,4.70,SGD,,,,
29/9/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
28/9/2023,Food,Main,7.90,SGD,7.90,SGD,,,,
28/9/2023,Transportation,Main,3.54,SGD,3.54,SGD,,,,
28/9/2023,Home,Main,500.00,SGD,500.00,SGD,,,,
28/9/2023,Food,Main,6.60,SGD,6.60,SGD,,,,
28/9/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
27/9/2023,Transportation,Main,4.72,SGD,4.72,SGD,,,,
27/9/2023,Food,Main,1.30,SGD,1.30,SGD,,,,
27/9/2023,Food,Main,8.95,SGD,8.95,SGD,,,,
27/9/2023,Food,Main,4.60,SGD,4.60,SGD,,,,
27/9/2023,Food,Main,2.80,SGD,2.80,SGD,,,,
27/9/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
27/9/2023,Ciggaretes,Main,14.80,SGD,14.80,SGD,,,,
26/9/2023,Transportation,Main,3.54,SGD,3.54,SGD,,,,
26/9/2023,Workout,Main,28.75,SGD,28.75,SGD,,,,
26/9/2023,Workout,Main,56.99,SGD,56.99,SGD,,,,
26/9/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
26/9/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
26/9/2023,Food,Main,7.50,SGD,7.50,SGD,,,,
25/9/2023,Transportation,Main,4.74,SGD,4.74,SGD,,,,
25/9/2023,Ciggaretes,Main,13.50,SGD,13.50,SGD,,,,
25/9/2023,Food,Main,3.20,SGD,3.20,SGD,,,,
25/9/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
25/9/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
24/9/2023,Transportation,Main,6.40,SGD,6.40,SGD,,,,
24/9/2023,Food,Main,2.80,SGD,2.80,SGD,,,,
24/9/2023,Food,Main,1.75,SGD,1.75,SGD,,,,
24/9/2023,Food,Main,4.00,SGD,4.00,SGD,,,,
24/9/2023,Food,Main,7.50,SGD,7.50,SGD,,,,
24/9/2023,Food,Main,0.70,SGD,0.70,SGD,,,,
24/9/2023,Food,Main,1.80,SGD,1.80,SGD,,,,
24/9/2023,Food,Main,1.20,SGD,1.20,SGD,,,,
24/9/2023,Food,Main,6.21,SGD,6.21,SGD,,,,
23/9/2023,Transportation,Main,7.09,SGD,7.09,SGD,,,,
23/9/2023,Food,Main,7.20,SGD,7.20,SGD,,,,
23/9/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
23/9/2023,Food,Main,1.20,SGD,1.20,SGD,,,,
23/9/2023,Food,Main,1.62,SGD,1.62,SGD,,,,
23/9/2023,Food,Main,5.60,SGD,5.60,SGD,,,,
23/9/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
23/9/2023,Workout,Main,28.65,SGD,28.65,SGD,,,,Protein
22/9/2023,Transportation,Main,5.65,SGD,5.65,SGD,,,,
22/9/2023,Food,Main,0.55,SGD,0.55,SGD,,,,
22/9/2023,Food,Main,5.10,SGD,5.10,SGD,,,,
22/9/2023,Food,Main,9.80,SGD,9.80,SGD,,,,
22/9/2023,Food,Main,7.50,SGD,7.50,SGD,,,,
22/9/2023,Food,Main,5.30,SGD,5.30,SGD,,,,
21/9/2023,Transportation,Main,4.78,SGD,4.78,SGD,,,,
21/9/2023,Food,Main,7.50,SGD,7.50,SGD,,,,
21/9/2023,Food,Main,7.50,SGD,7.50,SGD,,,,
21/9/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
20/9/2023,Transportation,Main,4.72,SGD,4.72,SGD,,,,
20/9/2023,Ciggaretes,Main,13.50,SGD,13.50,SGD,,,,
20/9/2023,Food,Main,6.50,SGD,6.50,SGD,,,,
20/9/2023,Food,Main,12.80,SGD,12.80,SGD,,,,
20/9/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
19/9/2023,Leisure,Main,11.98,SGD,11.98,SGD,,,,
19/9/2023,Transportation,Main,3.54,SGD,3.54,SGD,,,,
19/9/2023,Food,Main,2.80,SGD,2.80,SGD,,,,
19/9/2023,Food,Main,10.20,SGD,10.20,SGD,,,,
19/9/2023,Food,Main,5.60,SGD,5.60,SGD,,,,
19/9/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
19/9/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
18/9/2023,Food,Main,2.80,SGD,2.80,SGD,,,,
18/9/2023,Food,Main,4.70,SGD,4.70,SGD,,,,
18/9/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
18/9/2023,Food,Main,5.65,SGD,5.65,SGD,,,,
18/9/2023,Leisure,Main,25.00,SGD,25.00,SGD,,,,
17/9/2023,Food,Main,8.50,SGD,8.50,SGD,,,,
17/9/2023,Leisure,Main,5.15,SGD,5.15,SGD,,,,
17/9/2023,Groceries,Main,6.03,SGD,6.03,SGD,,,,
17/9/2023,Leisure,Main,8.25,SGD,8.25,SGD,,,,
17/9/2023,Food,Main,12.00,SGD,12.00,SGD,,,,
17/9/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
17/9/2023,Workout,Main,99.00,SGD,99.00,SGD,,,,Creatine
16/9/2023,Transportation,Main,4.46,SGD,4.46,SGD,,,,
16/9/2023,Leisure,Main,77.43,SGD,77.43,SGD,,,,
16/9/2023,Transportation,Main,4.74,SGD,4.74,SGD,,,,
16/9/2023,Leisure,Main,28.00,SGD,28.00,SGD,,,,
16/9/2023,Leisure,Main,16.95,SGD,16.95,SGD,,,,
16/9/2023,Food,Main,0.70,SGD,0.70,SGD,,,,
16/9/2023,Food,Main,6.60,SGD,6.60,SGD,,,,
16/9/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
16/9/2023,Food,Main,2.40,SGD,2.40,SGD,,,,
16/9/2023,Food,Main,13.00,SGD,13.00,SGD,,,,
15/9/2023,Food,Main,2.00,SGD,2.00,SGD,,,,
15/9/2023,Food,Main,4.00,SGD,4.00,SGD,,,,
15/9/2023,Food,Main,2.80,SGD,2.80,SGD,,,,
15/9/2023,Food,Main,3.90,SGD,3.90,SGD,,,,
15/9/2023,Food,Main,5.30,SGD,5.30,SGD,,,,
14/9/2023,Food,Main,2.00,SGD,2.00,SGD,,,,
14/9/2023,Food,Main,6.80,SGD,6.80,SGD,,,,
14/9/2023,Food,Main,3.85,SGD,3.85,SGD,,,,
14/9/2023,Food,Main,3.00,SGD,3.00,SGD,,,,
14/9/2023,Food,Main,2.00,SGD,2.00,SGD,,,,
14/9/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
14/9/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
13/9/2023,Transportation,Main,4.74,SGD,4.74,SGD,,,,
13/9/2023,Food,Main,2.20,SGD,2.20,SGD,,,,
13/9/2023,Food,Main,9.80,SGD,9.80,SGD,,,,
13/9/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
13/9/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
13/9/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
12/9/2023,Transportation,Main,3.54,SGD,3.54,SGD,,,,
12/9/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
12/9/2023,Food,Main,7.80,SGD,7.80,SGD,,,,
12/9/2023,Food,Main,3.20,SGD,3.20,SGD,,,,
12/9/2023,Groceries,Main,19.75,SGD,19.75,SGD,,,,
12/9/2023,Food,Main,6.30,SGD,6.30,SGD,,,,
11/9/2023,Transportation,Main,4.72,SGD,4.72,SGD,,,,
11/9/2023,Food,Main,1.85,SGD,1.85,SGD,,,,
11/9/2023,Food,Main,6.00,SGD,6.00,SGD,,,,
11/9/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
11/9/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
10/9/2023,Food,Main,10.80,SGD,10.80,SGD,,,,
10/9/2023,Leisure,Main,50.00,SGD,50.00,SGD,,,,
10/9/2023,Food,Main,1.75,SGD,1.75,SGD,,,,
10/9/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
10/9/2023,Food,Main,8.60,SGD,8.60,SGD,,,,
9/9/2023,Food,Main,6.12,SGD,6.12,SGD,,,,
9/9/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
9/9/2023,Food,Main,4.00,SGD,4.00,SGD,,,,
9/9/2023,Food,Main,1.70,SGD,1.70,SGD,,,,
9/9/2023,Food,Main,7.30,SGD,7.30,SGD,,,,
8/9/2023,Transportation,Main,3.45,SGD,3.45,SGD,,,,
8/9/2023,Leisure,Main,370.00,SGD,370.00,SGD,,,,Cold Play
8/9/2023,Food,Main,3.80,SGD,3.80,SGD,,,,
8/9/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
8/9/2023,Food,Main,6.30,SGD,6.30,SGD,,,,
8/9/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
7/9/2023,Transportation,Main,4.72,SGD,4.72,SGD,,,,
7/9/2023,Food,Main,6.00,SGD,6.00,SGD,,,,
7/9/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
7/9/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
6/9/2023,Workout,Main,102.60,SGD,102.60,SGD,,,,
6/9/2023,Transportation,Main,4.75,SGD,4.75,SGD,,,,
6/9/2023,Food,Main,6.45,SGD,6.45,SGD,,,,
6/9/2023,Food,Main,21.80,SGD,21.80,SGD,,,,
6/9/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
5/9/2023,Transportation,Main,5.47,SGD,5.47,SGD,,,,
5/9/2023,Food,Main,7.80,SGD,7.80,SGD,,,,
5/9/2023,Leisure,Main,10.50,SGD,10.50,SGD,,,,
5/9/2023,Leisure,Main,12.10,SGD,12.10,SGD,,,,
5/9/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
5/9/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
4/9/2023,Food,Main,4.00,SGD,4.00,SGD,,,,
4/9/2023,Food,Main,10.00,SGD,10.00,SGD,,,,
4/9/2023,Transportation,Main,5.47,SGD,5.47,SGD,,,,
3/9/2023,Transportation,Main,4.19,SGD,4.19,SGD,,,,
3/9/2023,Food,Main,1.87,SGD,1.87,SGD,,,,
3/9/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
3/9/2023,Food,Main,6.30,SGD,6.30,SGD,,,,
3/9/2023,Food,Main,9.80,SGD,9.80,SGD,,,,
2/9/2023,Transportation,Main,4.28,SGD,4.28,SGD,,,,
2/9/2023,Food,Main,7.50,SGD,7.50,SGD,,,,
2/9/2023,Food,Main,3.00,SGD,3.00,SGD,,,,
2/9/2023,Leisure,Main,9.98,SGD,9.98,SGD,,,,
2/9/2023,Food,Main,2.90,SGD,2.90,SGD,,,,
2/9/2023,Food,Main,2.20,SGD,2.20,SGD,,,,
2/9/2023,Food,Main,5.94,SGD,5.94,SGD,,,,
1/9/2023,Transportation,Main,8.41,SGD,8.41,SGD,,,,
1/9/2023,Food,Main,8.50,SGD,8.50,SGD,,,,
1/9/2023,Food,Main,4.00,SGD,4.00,SGD,,,,
1/9/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
1/9/2023,Leisure,Main,1.50,SGD,1.50,SGD,,,,
1/9/2023,Food,Main,5.04,SGD,5.04,SGD,,,,
31/8/2023,Leisure,Main,778.00,SGD,778.00,SGD,,,,
31/8/2023,Food,Main,8.25,SGD,8.25,SGD,,,,
31/8/2023,Leisure,Main,35.00,SGD,35.00,SGD,,,,
31/8/2023,Food,Main,5.50,SGD,5.50,SGD,,,,
31/8/2023,Food,Main,7.60,SGD,7.60,SGD,,,,
31/8/2023,Food,Main,12.80,SGD,12.80,SGD,,,,
30/8/2023,Leisure,Main,13.99,SGD,13.99,SGD,,,,
30/8/2023,Home,Main,500.00,SGD,500.00,SGD,,,,
30/8/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
30/8/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
30/8/2023,Food,Main,12.50,SGD,12.50,SGD,,,,
29/8/2023,Transportation,Main,3.57,SGD,3.57,SGD,,,,
29/8/2023,Food,Main,5.30,SGD,5.30,SGD,,,,
29/8/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
29/8/2023,Food,Main,3.20,SGD,3.20,SGD,,,,
28/8/2023,Transportation,Main,3.57,SGD,3.57,SGD,,,,
28/8/2023,Food,Main,9.00,SGD,9.00,SGD,,,,
28/8/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
27/8/2023,Transportation,Main,5.86,SGD,5.86,SGD,,,,
27/8/2023,Food,Main,5.50,SGD,5.50,SGD,,,,
